Fecha,Producto,Precio,Inventario,Despacho_Total ,Dia
2024-07-09,Pan Coliza,0.25,192,192,Martes
2024-07-09,Pan Integral,0.25,144,148,Martes
2024-07-09,Pan Caracol,0.25,144,144,Martes
2024-07-09,Pan Hamburguesa,0.4,288,291,Martes
2024-07-09,Cachito,0.25,144,148,Martes
2024-07-09,Pan Manjar,0.3,24,26,Martes
2024-07-09,Leche,4.0,5,2,Martes
2024-07-09,Jamon,2.5,6,4,Martes
2024-07-09,Cafe,2.0,5,7,Martes
2024-07-09,Queso,3.0,4,5,Martes
2024-07-10,Pan Ciabatta,0.25,768,775,Miércoles
2024-07-10,Pan Francés,0.25,648,657,Miércoles
2024-07-10,Pan Yema Largo,0.25,360,384,Miércoles
2024-07-10,Pan Yema Redondo,0.25,360,370,Miércoles
2024-07-10,Pan Chapla,0.25,144,143,Miércoles
2024-07-10,Pan Coliza,0.25,192,197,Miércoles
2024-07-10,Pan Integral,0.25,144,145,Miércoles
2024-07-10,Pan Caracol,0.25,144,149,Miércoles
2024-07-10,Pan Hamburguesa,0.4,288,300,Miércoles
2024-07-10,Cachito,0.25,144,145,Miércoles
2024-07-10,Pan Manjar,0.3,24,25,Miércoles
2024-07-10,Leche,4.0,5,4,Miércoles
2024-07-10,Jamon,2.5,6,6,Miércoles
2024-07-10,Cafe,2.0,5,6,Miércoles
2024-07-10,Queso,3.0,4,5,Miércoles
2024-07-11,Pan Ciabatta,0.25,768,778,Jueves
2024-07-11,Pan Francés,0.25,648,661,Jueves
2024-07-11,Pan Yema Largo,0.25,360,346,Jueves
2024-07-11,Pan Yema Redondo,0.25,360,363,Jueves
2024-07-11,Pan Chapla,0.25,144,146,Jueves
2024-07-11,Pan Coliza,0.25,192,197,Jueves
2024-07-11,Pan Integral,0.25,144,144,Jueves
2024-07-11,Pan Caracol,0.25,144,140,Jueves
2024-07-11,Pan Hamburguesa,0.4,288,299,Jueves
2024-07-11,Cachito,0.25,144,147,Jueves
2024-07-11,Pan Manjar,0.3,24,24,Jueves
2024-07-11,Leche,4.0,5,3,Jueves
2024-07-11,Jamon,2.5,6,5,Jueves
2024-07-11,Cafe,2.0,5,4,Jueves
2024-07-11,Queso,3.0,4,4,Jueves
2024-07-12,Pan Ciabatta,0.25,768,726,Viernes
2024-07-12,Pan Francés,0.25,648,621,Viernes
2024-07-12,Pan Yema Largo,0.25,360,368,Viernes
2024-07-12,Pan Yema Redondo,0.25,360,352,Viernes
2024-07-12,Pan Chapla,0.25,144,149,Viernes
2024-07-12,Pan Coliza,0.25,192,198,Viernes
2024-07-12,Pan Integral,0.25,144,150,Viernes
2024-07-12,Pan Caracol,0.25,144,149,Viernes
2024-07-12,Pan Hamburguesa,0.4,288,285,Viernes
2024-07-12,Cachito,0.25,144,147,Viernes
2024-07-12,Pan Manjar,0.3,24,22,Viernes
2024-07-12,Leche,4.0,5,5,Viernes
2024-07-12,Jamon,2.5,6,6,Viernes
2024-07-12,Cafe,2.0,5,5,Viernes
2024-07-12,Queso,3.0,4,4,Viernes
2024-07-13,Pan Ciabatta,0.25,768,747,Saturday
2024-07-13,Pan Francés,0.25,648,616,Saturday
2024-07-13,Pan Yema Largo,0.25,360,320,Saturday
2024-07-13,Pan Yema Redondo,0.25,360,378,Saturday
2024-07-13,Pan Chapla,0.25,144,141,Sábado
2024-07-13,Pan Coliza,0.25,192,190,Saturday
2024-07-13,Pan Integral,0.25,144,145,Saturday
2024-07-13,Pan Caracol,0.25,144,144,Saturday
2024-07-13,Pan Hamburguesa,0.4,288,281,Saturday
2024-07-13,Cachito,0.25,144,150,Saturday
2024-07-13,Pan Manjar,0.3,24,24,Saturday
2024-07-13,Leche,4.0,5,3,Saturday
2024-07-13,Jamon,2.5,6,4,Saturday
2024-07-13,Cafe,2.0,5,4,Saturday
2024-07-13,Queso,3.0,4,4,Saturday
2024-07-14,Pan Ciabatta,0.25,768,702,Domingo
2024-07-14,Pan Francés,0.25,648,600,Domingo
2024-07-14,Pan Yema Largo,0.25,360,400,Domingo
2024-07-14,Pan Yema Redondo,0.25,360,336,Domingo
2024-07-14,Pan Chapla,0.25,144,142,Domingo
2024-07-14,Pan Coliza,0.25,192,190,Domingo
2024-07-14,Pan Integral,0.25,144,145,Domingo
2024-07-14,Pan Caracol,0.25,144,145,Domingo
2024-07-14,Pan Hamburguesa,0.4,288,299,Domingo
2024-07-14,Cachito,0.25,144,142,Domingo
2024-07-14,Pan Manjar,0.3,24,23,Domingo
2024-07-14,Leche,4.0,5,2,Domingo
2024-07-14,Jamon,2.5,6,6,Domingo
2024-07-14,Cafe,2.0,5,7,Domingo
2024-07-14,Queso,3.0,4,2,Domingo
2024-07-15,Pan Ciabatta,0.25,768,743,Lunes
2024-07-15,Pan Francés,0.25,648,623,Lunes
2024-07-15,Pan Yema Largo,0.25,360,322,Lunes
2024-07-15,Pan Yema Redondo,0.25,360,379,Lunes
2024-07-15,Pan Chapla,0.25,144,140,Lunes
2024-07-15,Pan Coliza,0.25,192,200,Lunes
2024-07-15,Pan Integral,0.25,144,143,Lunes
2024-07-15,Pan Caracol,0.25,144,145,Lunes
2024-07-15,Pan Hamburguesa,0.4,288,288,Lunes
2024-07-15,Cachito,0.25,144,149,Lunes
2024-07-15,Pan Manjar,0.3,24,26,Lunes
2024-07-15,Leche,4.0,5,5,Lunes
2024-07-15,Jamon,2.5,6,6,Lunes
2024-07-15,Cafe,2.0,5,6,Lunes
2024-07-15,Queso,3.0,4,2,Lunes
2024-07-16,Pan Ciabatta,0.25,768,784,Martes
2024-07-16,Pan Francés,0.25,648,668,Martes
2024-07-16,Pan Yema Largo,0.25,360,347,Martes
2024-07-16,Pan Yema Redondo,0.25,360,303,Martes
2024-07-16,Pan Chapla,0.25,144,143,Martes
2024-07-16,Pan Coliza,0.25,192,195,Martes
2024-07-16,Pan Integral,0.25,144,150,Martes
2024-07-16,Pan Caracol,0.25,144,148,Martes
2024-07-16,Pan Hamburguesa,0.4,288,286,Martes
2024-07-16,Cachito,0.25,144,149,Martes
2024-07-16,Pan Manjar,0.3,24,22,Martes
2024-07-16,Leche,4.0,5,4,Martes
2024-07-16,Jamon,2.5,6,4,Martes
2024-07-16,Cafe,2.0,5,4,Martes
2024-07-16,Queso,3.0,4,2,Martes
2024-07-17,Pan Ciabatta,0.25,768,769,Miércoles
2024-07-17,Pan Francés,0.25,648,625,Miércoles
2024-07-17,Pan Yema Largo,0.25,360,373,Miércoles
2024-07-17,Pan Yema Redondo,0.25,360,328,Miércoles
2024-07-17,Pan Chapla,0.25,144,143,Miércoles
2024-07-17,Pan Coliza,0.25,192,200,Miércoles
2024-07-17,Pan Integral,0.25,144,140,Miércoles
2024-07-17,Pan Caracol,0.25,144,149,Miércoles
2024-07-17,Pan Hamburguesa,0.4,288,288,Miércoles
2024-07-17,Cachito,0.25,144,149,Miércoles
2024-07-17,Pan Manjar,0.3,24,22,Miércoles
2024-07-17,Leche,4.0,5,3,Miércoles
2024-07-17,Jamon,2.5,6,4,Miércoles
2024-07-17,Cafe,2.0,5,6,Miércoles
2024-07-17,Queso,3.0,4,5,Miércoles
2024-07-18,Pan Ciabatta,0.25,768,716,Jueves
2024-07-18,Pan Francés,0.25,648,674,Jueves
2024-07-18,Pan Yema Largo,0.25,360,335,Jueves
2024-07-18,Pan Yema Redondo,0.25,360,376,Jueves
2024-07-18,Pan Chapla,0.25,144,148,Jueves
2024-07-18,Pan Coliza,0.25,192,199,Jueves
2024-07-18,Pan Integral,0.25,144,144,Jueves
2024-07-18,Pan Caracol,0.25,144,145,Jueves
2024-07-18,Pan Hamburguesa,0.4,288,289,Jueves
2024-07-18,Cachito,0.25,144,140,Jueves
2024-07-18,Pan Manjar,0.3,24,24,Jueves
2024-07-18,Leche,4.0,5,5,Jueves
2024-07-18,Jamon,2.5,6,4,Jueves
2024-07-18,Cafe,2.0,5,4,Jueves
2024-07-18,Queso,3.0,4,5,Jueves
2024-07-19,Pan Ciabatta,0.25,768,799,Viernes
2024-07-19,Pan Francés,0.25,648,663,Viernes
2024-07-19,Pan Yema Largo,0.25,360,314,Viernes
2024-07-19,Pan Yema Redondo,0.25,360,370,Viernes
2024-07-19,Pan Chapla,0.25,144,149,Viernes
2024-07-19,Pan Coliza,0.25,192,193,Viernes
2024-07-19,Pan Integral,0.25,144,144,Viernes
2024-07-19,Pan Caracol,0.25,144,149,Viernes
2024-07-19,Pan Hamburguesa,0.4,288,296,Viernes
2024-07-19,Cachito,0.25,144,140,Viernes
2024-07-19,Pan Manjar,0.3,24,28,Viernes
2024-07-19,Leche,4.0,5,4,Viernes
2024-07-19,Jamon,2.5,6,4,Viernes
2024-07-19,Cafe,2.0,5,4,Viernes
2024-07-19,Queso,3.0,4,5,Viernes
2024-07-20,Pan Ciabatta,0.25,768,743,Saturday
2024-07-20,Pan Francés,0.25,648,673,Saturday
2024-07-20,Pan Yema Largo,0.25,360,325,Saturday
2024-07-20,Pan Yema Redondo,0.25,360,314,Saturday
2024-07-20,Pan Chapla,0.25,144,141,Sábado
2024-07-20,Pan Coliza,0.25,192,197,Saturday
2024-07-20,Pan Integral,0.25,144,148,Saturday
2024-07-20,Pan Caracol,0.25,144,143,Saturday
2024-07-20,Pan Hamburguesa,0.4,288,299,Saturday
2024-07-20,Cachito,0.25,144,146,Saturday
2024-07-20,Pan Manjar,0.3,24,26,Saturday
2024-07-20,Leche,4.0,5,3,Saturday
2024-07-20,Jamon,2.5,6,6,Saturday
2024-07-20,Cafe,2.0,5,6,Saturday
2024-07-20,Queso,3.0,4,2,Saturday
2024-07-21,Pan Ciabatta,0.25,768,754,Domingo
2024-07-21,Pan Francés,0.25,648,670,Domingo
2024-07-21,Pan Yema Largo,0.25,360,345,Domingo
2024-07-21,Pan Yema Redondo,0.25,360,364,Domingo
2024-07-21,Pan Chapla,0.25,144,149,Domingo
2024-07-21,Pan Coliza,0.25,192,190,Domingo
2024-07-21,Pan Integral,0.25,144,145,Domingo
2024-07-21,Pan Caracol,0.25,144,145,Domingo
2024-07-21,Pan Hamburguesa,0.4,288,297,Domingo
2024-07-21,Cachito,0.25,144,145,Domingo
2024-07-21,Pan Manjar,0.3,24,25,Domingo
2024-07-21,Leche,4.0,5,3,Domingo
2024-07-21,Jamon,2.5,6,6,Domingo
2024-07-21,Cafe,2.0,5,6,Domingo
2024-07-21,Queso,3.0,4,5,Domingo
2024-07-22,Pan Ciabatta,0.25,768,747,Lunes
2024-07-22,Pan Francés,0.25,648,622,Lunes
2024-07-22,Pan Yema Largo,0.25,360,400,Lunes
2024-07-22,Pan Yema Redondo,0.25,360,301,Lunes
2024-07-22,Pan Chapla,0.25,144,146,Lunes
2024-07-22,Pan Coliza,0.25,192,197,Lunes
2024-07-22,Pan Integral,0.25,144,144,Lunes
2024-07-22,Pan Caracol,0.25,144,140,Lunes
2024-07-22,Pan Hamburguesa,0.4,288,287,Lunes
2024-07-22,Cachito,0.25,144,148,Lunes
2024-07-22,Pan Manjar,0.3,24,27,Lunes
2024-07-22,Leche,4.0,5,4,Lunes
2024-07-22,Jamon,2.5,6,4,Lunes
2024-07-22,Cafe,2.0,5,6,Lunes
2024-07-22,Queso,3.0,4,4,Lunes
2024-07-23,Pan Ciabatta,0.25,768,724,Martes
2024-07-23,Pan Francés,0.25,648,689,Martes
2024-07-23,Pan Yema Largo,0.25,360,394,Martes
2024-07-23,Pan Yema Redondo,0.25,360,329,Martes
2024-07-23,Pan Chapla,0.25,144,141,Martes
2024-07-23,Pan Coliza,0.25,192,193,Martes
2024-07-23,Pan Integral,0.25,144,141,Martes
2024-07-23,Pan Caracol,0.25,144,143,Martes
2024-07-23,Pan Hamburguesa,0.4,288,282,Martes
2024-07-23,Cachito,0.25,144,141,Martes
2024-07-23,Pan Manjar,0.3,24,25,Martes
2024-07-23,Leche,4.0,5,4,Martes
2024-07-23,Jamon,2.5,6,4,Martes
2024-07-23,Cafe,2.0,5,7,Martes
2024-07-23,Queso,3.0,4,2,Martes
2024-07-24,Pan Ciabatta,0.25,768,740,Miércoles
2024-07-24,Pan Francés,0.25,648,626,Miércoles
2024-07-24,Pan Yema Largo,0.25,360,394,Miércoles
2024-07-24,Pan Yema Redondo,0.25,360,320,Miércoles
2024-07-24,Pan Chapla,0.25,144,143,Miércoles
2024-07-24,Pan Coliza,0.25,192,195,Miércoles
2024-07-24,Pan Integral,0.25,144,147,Miércoles
2024-07-24,Pan Caracol,0.25,144,141,Miércoles
2024-07-24,Pan Hamburguesa,0.4,288,290,Miércoles
2024-07-24,Cachito,0.25,144,148,Miércoles
2024-07-24,Pan Manjar,0.3,24,24,Miércoles
2024-07-24,Leche,4.0,5,6,Miércoles
2024-07-24,Jamon,2.5,6,5,Miércoles
2024-07-24,Cafe,2.0,5,7,Miércoles
2024-07-24,Queso,3.0,4,5,Miércoles
2024-07-25,Pan Ciabatta,0.25,768,760,Jueves
2024-07-25,Pan Francés,0.25,648,604,Jueves
2024-07-25,Pan Yema Largo,0.25,360,369,Jueves
2024-07-25,Pan Yema Redondo,0.25,360,373,Jueves
2024-07-25,Pan Chapla,0.25,144,145,Jueves
2024-07-25,Pan Coliza,0.25,192,194,Jueves
2024-07-25,Pan Integral,0.25,144,148,Jueves
2024-07-25,Pan Caracol,0.25,144,144,Jueves
2024-07-25,Pan Hamburguesa,0.4,288,288,Jueves
2024-07-25,Cachito,0.25,144,146,Jueves
2024-07-25,Pan Manjar,0.3,24,25,Jueves
2024-07-25,Leche,4.0,5,6,Jueves
2024-07-25,Jamon,2.5,6,4,Jueves
2024-07-25,Cafe,2.0,5,5,Jueves
2024-07-25,Queso,3.0,4,4,Jueves
2024-07-26,Pan Ciabatta,0.25,768,767,Viernes
2024-07-26,Pan Francés,0.25,648,693,Viernes
2024-07-26,Pan Yema Largo,0.25,360,349,Viernes
2024-07-26,Pan Yema Redondo,0.25,360,396,Viernes
2024-07-26,Pan Chapla,0.25,144,147,Viernes
2024-07-26,Pan Coliza,0.25,192,193,Viernes
2024-07-26,Pan Integral,0.25,144,144,Viernes
2024-07-26,Pan Caracol,0.25,144,148,Viernes
2024-07-26,Pan Hamburguesa,0.4,288,285,Viernes
2024-07-26,Cachito,0.25,144,141,Viernes
2024-07-26,Pan Manjar,0.3,24,22,Viernes
2024-07-26,Leche,4.0,5,3,Viernes
2024-07-26,Jamon,2.5,6,6,Viernes
2024-07-26,Cafe,2.0,5,5,Viernes
2024-07-26,Queso,3.0,4,3,Viernes
2024-07-27,Pan Ciabatta,0.25,768,723,Saturday
2024-07-27,Pan Francés,0.25,648,604,Saturday
2024-07-27,Pan Yema Largo,0.25,360,349,Saturday
2024-07-27,Pan Yema Redondo,0.25,360,353,Saturday
2024-07-27,Pan Chapla,0.25,144,147,Sábado
2024-07-27,Pan Coliza,0.25,192,199,Saturday
2024-07-27,Pan Integral,0.25,144,142,Saturday
2024-07-27,Pan Caracol,0.25,144,144,Saturday
2024-07-27,Pan Hamburguesa,0.4,288,294,Saturday
2024-07-27,Cachito,0.25,144,140,Saturday
2024-07-27,Pan Manjar,0.3,24,28,Saturday
2024-07-27,Leche,4.0,5,3,Saturday
2024-07-27,Jamon,2.5,6,4,Saturday
2024-07-27,Cafe,2.0,5,7,Saturday
2024-07-27,Queso,3.0,4,4,Saturday
2024-07-28,Pan Ciabatta,0.25,768,700,Domingo
2024-07-28,Pan Francés,0.25,648,672,Domingo
2024-07-28,Pan Yema Largo,0.25,360,335,Domingo
2024-07-28,Pan Yema Redondo,0.25,360,361,Domingo
2024-07-28,Pan Chapla,0.25,144,145,Domingo
2024-07-28,Pan Coliza,0.25,192,199,Domingo
2024-07-28,Pan Integral,0.25,144,141,Domingo
2024-07-28,Pan Caracol,0.25,144,150,Domingo
2024-07-28,Pan Hamburguesa,0.4,288,283,Domingo
2024-07-28,Cachito,0.25,144,144,Domingo
2024-07-28,Pan Manjar,0.3,24,24,Domingo
2024-07-28,Leche,4.0,5,4,Domingo
2024-07-28,Jamon,2.5,6,6,Domingo
2024-07-28,Cafe,2.0,5,6,Domingo
2024-07-28,Queso,3.0,4,4,Domingo
2024-07-29,Pan Ciabatta,0.25,768,717,Lunes
2024-07-29,Pan Francés,0.25,648,678,Lunes
2024-07-29,Pan Yema Largo,0.25,360,306,Lunes
2024-07-29,Pan Yema Redondo,0.25,360,365,Lunes
2024-07-29,Pan Chapla,0.25,144,149,Lunes
2024-07-29,Pan Coliza,0.25,192,195,Lunes
2024-07-29,Pan Integral,0.25,144,144,Lunes
2024-07-29,Pan Caracol,0.25,144,146,Lunes
2024-07-29,Pan Hamburguesa,0.4,288,289,Lunes
2024-07-29,Cachito,0.25,144,146,Lunes
2024-07-29,Pan Manjar,0.3,24,26,Lunes
2024-07-29,Leche,4.0,5,2,Lunes
2024-07-29,Jamon,2.5,6,4,Lunes
2024-07-29,Cafe,2.0,5,5,Lunes
2024-07-29,Queso,3.0,4,4,Lunes
2024-07-30,Pan Ciabatta,0.25,768,727,Martes
2024-07-30,Pan Francés,0.25,648,662,Martes
2024-07-30,Pan Yema Largo,0.25,360,399,Martes
2024-07-30,Pan Yema Redondo,0.25,360,374,Martes
2024-07-30,Pan Chapla,0.25,144,147,Martes
2024-07-30,Pan Coliza,0.25,192,197,Martes
2024-07-30,Pan Integral,0.25,144,146,Martes
2024-07-30,Pan Caracol,0.25,144,140,Martes
2024-07-30,Pan Hamburguesa,0.4,288,290,Martes
2024-07-30,Cachito,0.25,144,141,Martes
2024-07-30,Pan Manjar,0.3,24,22,Martes
2024-07-30,Leche,4.0,5,4,Martes
2024-07-30,Jamon,2.5,6,4,Martes
2024-07-30,Cafe,2.0,5,7,Martes
2024-07-30,Queso,3.0,4,4,Martes
2024-07-31,Pan Ciabatta,0.25,768,708,Miércoles
2024-07-31,Pan Francés,0.25,648,699,Miércoles
2024-07-31,Pan Yema Largo,0.25,360,344,Miércoles
2024-07-31,Pan Yema Redondo,0.25,360,347,Miércoles
2024-07-31,Pan Chapla,0.25,144,149,Miércoles
2024-07-31,Pan Coliza,0.25,192,193,Miércoles
2024-07-31,Pan Integral,0.25,144,150,Miércoles
2024-07-31,Pan Caracol,0.25,144,149,Miércoles
2024-07-31,Pan Hamburguesa,0.4,288,287,Miércoles
2024-07-31,Cachito,0.25,144,142,Miércoles
2024-07-31,Pan Manjar,0.3,24,23,Miércoles
2024-07-31,Leche,4.0,5,6,Miércoles
2024-07-31,Jamon,2.5,6,4,Miércoles
2024-07-31,Cafe,2.0,5,4,Miércoles
2024-07-31,Queso,3.0,4,3,Miércoles
2024-08-01,Pan Ciabatta,0.25,768,787,Jueves
2024-08-01,Pan Francés,0.25,648,619,Jueves
2024-08-01,Pan Yema Largo,0.25,360,363,Jueves
2024-08-01,Pan Yema Redondo,0.25,360,399,Jueves
2024-08-01,Pan Chapla,0.25,144,142,Jueves
2024-08-01,Pan Coliza,0.25,192,191,Jueves
2024-08-01,Pan Integral,0.25,144,149,Jueves
2024-08-01,Pan Caracol,0.25,144,148,Jueves
2024-08-01,Pan Hamburguesa,0.4,288,291,Jueves
2024-08-01,Cachito,0.25,144,148,Jueves
2024-08-01,Pan Manjar,0.3,24,28,Jueves
2024-08-01,Leche,4.0,5,6,Jueves
2024-08-01,Jamon,2.5,6,4,Jueves
2024-08-01,Cafe,2.0,5,7,Jueves
2024-08-01,Queso,3.0,4,2,Jueves
2024-08-02,Pan Ciabatta,0.25,768,733,Viernes
2024-08-02,Pan Francés,0.25,648,666,Viernes
2024-08-02,Pan Yema Largo,0.25,360,348,Viernes
2024-08-02,Pan Yema Redondo,0.25,360,354,Viernes
2024-08-02,Pan Chapla,0.25,144,148,Viernes
2024-08-02,Pan Coliza,0.25,192,192,Viernes
2024-08-02,Pan Integral,0.25,144,146,Viernes
2024-08-02,Pan Caracol,0.25,144,143,Viernes
2024-08-02,Pan Hamburguesa,0.4,288,299,Viernes
2024-08-02,Cachito,0.25,144,146,Viernes
2024-08-02,Pan Manjar,0.3,24,26,Viernes
2024-08-02,Leche,4.0,5,4,Viernes
2024-08-02,Jamon,2.5,6,5,Viernes
2024-08-02,Cafe,2.0,5,5,Viernes
2024-08-02,Queso,3.0,4,2,Viernes
2024-08-03,Pan Ciabatta,0.25,768,800,Saturday
2024-08-03,Pan Francés,0.25,648,634,Saturday
2024-08-03,Pan Yema Largo,0.25,360,385,Saturday
2024-08-03,Pan Yema Redondo,0.25,360,377,Saturday
2024-08-03,Pan Chapla,0.25,144,148,Sábado
2024-08-03,Pan Coliza,0.25,192,197,Saturday
2024-08-03,Pan Integral,0.25,144,142,Saturday
2024-08-03,Pan Caracol,0.25,144,141,Saturday
2024-08-03,Pan Hamburguesa,0.4,288,290,Saturday
2024-08-03,Cachito,0.25,144,143,Saturday
2024-08-03,Pan Manjar,0.3,24,27,Saturday
2024-08-03,Leche,4.0,5,5,Saturday
2024-08-03,Jamon,2.5,6,6,Saturday
2024-08-03,Cafe,2.0,5,7,Saturday
2024-08-03,Queso,3.0,4,5,Saturday
2024-08-04,Pan Ciabatta,0.25,768,701,Domingo
2024-08-04,Pan Francés,0.25,648,659,Domingo
2024-08-04,Pan Yema Largo,0.25,360,305,Domingo
2024-08-04,Pan Yema Redondo,0.25,360,371,Domingo
2024-08-04,Pan Chapla,0.25,144,145,Domingo
2024-08-04,Pan Coliza,0.25,192,190,Domingo
2024-08-04,Pan Integral,0.25,144,149,Domingo
2024-08-04,Pan Caracol,0.25,144,144,Domingo
2024-08-04,Pan Hamburguesa,0.4,288,296,Domingo
2024-08-04,Cachito,0.25,144,150,Domingo
2024-08-04,Pan Manjar,0.3,24,25,Domingo
2024-08-04,Leche,4.0,5,6,Domingo
2024-08-04,Jamon,2.5,6,4,Domingo
2024-08-04,Cafe,2.0,5,7,Domingo
2024-08-04,Queso,3.0,4,3,Domingo
2024-08-05,Pan Ciabatta,0.25,768,787,Lunes
2024-08-05,Pan Francés,0.25,648,615,Lunes
2024-08-05,Pan Yema Largo,0.25,360,371,Lunes
2024-08-05,Pan Yema Redondo,0.25,360,320,Lunes
2024-08-05,Pan Chapla,0.25,144,140,Lunes
2024-08-05,Pan Coliza,0.25,192,196,Lunes
2024-08-05,Pan Integral,0.25,144,142,Lunes
2024-08-05,Pan Caracol,0.25,144,146,Lunes
2024-08-05,Pan Hamburguesa,0.4,288,298,Lunes
2024-08-05,Cachito,0.25,144,146,Lunes
2024-08-05,Pan Manjar,0.3,24,24,Lunes
2024-08-05,Leche,4.0,5,6,Lunes
2024-08-05,Jamon,2.5,6,4,Lunes
2024-08-05,Cafe,2.0,5,5,Lunes
2024-08-05,Queso,3.0,4,5,Lunes
2024-08-06,Pan Ciabatta,0.25,768,793,Martes
2024-08-06,Pan Francés,0.25,648,667,Martes
2024-08-06,Pan Yema Largo,0.25,360,304,Martes
2024-08-06,Pan Yema Redondo,0.25,360,374,Martes
2024-08-06,Pan Chapla,0.25,144,150,Martes
2024-08-06,Pan Coliza,0.25,192,198,Martes
2024-08-06,Pan Integral,0.25,144,142,Martes
2024-08-06,Pan Caracol,0.25,144,143,Martes
2024-08-06,Pan Hamburguesa,0.4,288,286,Martes
2024-08-06,Cachito,0.25,144,142,Martes
2024-08-06,Pan Manjar,0.3,24,25,Martes
2024-08-06,Leche,4.0,5,6,Martes
2024-08-06,Jamon,2.5,6,6,Martes
2024-08-06,Cafe,2.0,5,5,Martes
2024-08-06,Queso,3.0,4,3,Martes
2024-08-07,Pan Ciabatta,0.25,768,763,Miércoles
2024-08-07,Pan Francés,0.25,648,636,Miércoles
2024-08-07,Pan Yema Largo,0.25,360,335,Miércoles
2024-08-07,Pan Yema Redondo,0.25,360,307,Miércoles
2024-08-07,Pan Chapla,0.25,144,144,Miércoles
2024-08-07,Pan Coliza,0.25,192,192,Miércoles
2024-08-07,Pan Integral,0.25,144,148,Miércoles
2024-08-07,Pan Caracol,0.25,144,146,Miércoles
2024-08-07,Pan Hamburguesa,0.4,288,286,Miércoles
2024-08-07,Cachito,0.25,144,149,Miércoles
2024-08-07,Pan Manjar,0.3,24,23,Miércoles
2024-08-07,Leche,4.0,5,5,Miércoles
2024-08-07,Jamon,2.5,6,5,Miércoles
2024-08-07,Cafe,2.0,5,4,Miércoles
2024-08-07,Queso,3.0,4,5,Miércoles
2024-08-08,Pan Ciabatta,0.25,768,787,Jueves
2024-08-08,Pan Francés,0.25,648,680,Jueves
2024-08-08,Pan Yema Largo,0.25,360,326,Jueves
2024-08-08,Pan Yema Redondo,0.25,360,367,Jueves
2024-08-08,Pan Chapla,0.25,144,147,Jueves
2024-08-08,Pan Coliza,0.25,192,199,Jueves
2024-08-08,Pan Integral,0.25,144,144,Jueves
2024-08-08,Pan Caracol,0.25,144,142,Jueves
2024-08-08,Pan Hamburguesa,0.4,288,298,Jueves
2024-08-08,Cachito,0.25,144,140,Jueves
2024-08-08,Pan Manjar,0.3,24,23,Jueves
2024-08-08,Leche,4.0,5,6,Jueves
2024-08-08,Jamon,2.5,6,4,Jueves
2024-08-08,Cafe,2.0,5,6,Jueves
2024-08-08,Queso,3.0,4,5,Jueves
2024-08-09,Pan Ciabatta,0.25,768,706,Viernes
2024-08-09,Pan Francés,0.25,648,653,Viernes
2024-08-09,Pan Yema Largo,0.25,360,354,Viernes
2024-08-09,Pan Yema Redondo,0.25,360,378,Viernes
2024-08-09,Pan Chapla,0.25,144,143,Viernes
2024-08-09,Pan Coliza,0.25,192,197,Viernes
2024-08-09,Pan Integral,0.25,144,148,Viernes
2024-08-09,Pan Caracol,0.25,144,145,Viernes
2024-08-09,Pan Hamburguesa,0.4,288,287,Viernes
2024-08-09,Cachito,0.25,144,143,Viernes
2024-08-09,Pan Manjar,0.3,24,22,Viernes
2024-08-09,Leche,4.0,5,2,Viernes
2024-08-09,Jamon,2.5,6,5,Viernes
2024-08-09,Cafe,2.0,5,7,Viernes
2024-08-09,Queso,3.0,4,5,Viernes
2024-08-10,Pan Ciabatta,0.25,768,737,Saturday
2024-08-10,Pan Francés,0.25,648,677,Saturday
2024-08-10,Pan Yema Largo,0.25,360,352,Saturday
2024-08-10,Pan Yema Redondo,0.25,360,363,Saturday
2024-08-10,Pan Chapla,0.25,144,147,Sábado
2024-08-10,Pan Coliza,0.25,192,197,Saturday
2024-08-10,Pan Integral,0.25,144,144,Saturday
2024-08-10,Pan Caracol,0.25,144,145,Saturday
2024-08-10,Pan Hamburguesa,0.4,288,290,Saturday
2024-08-10,Cachito,0.25,144,144,Saturday
2024-08-10,Pan Manjar,0.3,24,23,Saturday
2024-08-10,Leche,4.0,5,3,Saturday
2024-08-10,Jamon,2.5,6,5,Saturday
2024-08-10,Cafe,2.0,5,7,Saturday
2024-08-10,Queso,3.0,4,3,Saturday
2024-08-11,Pan Ciabatta,0.25,768,717,Domingo
2024-08-11,Pan Francés,0.25,648,670,Domingo
2024-08-11,Pan Yema Largo,0.25,360,353,Domingo
2024-08-11,Pan Yema Redondo,0.25,360,342,Domingo
2024-08-11,Pan Chapla,0.25,144,142,Domingo
2024-08-11,Pan Coliza,0.25,192,194,Domingo
2024-08-11,Pan Integral,0.25,144,149,Domingo
2024-08-11,Pan Caracol,0.25,144,144,Domingo
2024-08-11,Pan Hamburguesa,0.4,288,281,Domingo
2024-08-11,Cachito,0.25,144,147,Domingo
2024-08-11,Pan Manjar,0.3,24,23,Domingo
2024-08-11,Leche,4.0,5,4,Domingo
2024-08-11,Jamon,2.5,6,6,Domingo
2024-08-11,Cafe,2.0,5,7,Domingo
2024-08-11,Queso,3.0,4,4,Domingo
2024-08-12,Pan Ciabatta,0.25,768,702,Lunes
2024-08-12,Pan Francés,0.25,648,608,Lunes
2024-08-12,Pan Yema Largo,0.25,360,390,Lunes
2024-08-12,Pan Yema Redondo,0.25,360,376,Lunes
