fecha,producto,tipo,precio,stock,ventas
2024-03-06,Pan Yema Largo,Panes,0.25,360,320
2024-03-06,Pan Yema Redondo,Panes,0.25,360,320
2024-03-06,Pan Chapla,Panes,0.25,144,110
2024-03-06,Pan Coliza,Panes,0.25,192,170
2024-03-06,Pan Integral,Panes,0.25,144,110
2024-03-06,Pan Caracol,Panes,0.25,144,110
2024-03-06,Pan Hamburguesa,Panes,0.4,288,240
2024-03-06,Cachito,Panes,0.25,144,110
2024-03-06,Pan Manjar,Panes,0.3,72,68
2024-03-06,Leche,Abarrotes,4.0,5,3
2024-03-06,Jamon,Abarrotes,2.5,6,3
2024-03-06,Café,Abarrotes,2.0,5,3
2024-03-06,Queso,Abarrotes,3.0,4,2
2024-03-06,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-06,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-06,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-06,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-06,Cookie,Bocaditos,2.0,100,70
2024-03-06,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-06,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-06,Beso de Moza,Bocaditos,1.0,80,50
2024-03-06,Caramandugas,Bocaditos,0.25,300,250
2024-03-06,Rosquitas,Bocaditos,0.25,300,250
2024-03-07,Pan Chabatta,Panes,0.25,768,720
2024-03-07,Pan Francés,Panes,0.25,648,610
2024-03-07,Pan Yema Largo,Panes,0.25,360,320
2024-03-07,Pan Yema Redondo,Panes,0.25,360,320
2024-03-07,Pan Chapla,Panes,0.25,144,110
2024-03-07,Pan Coliza,Panes,0.25,192,170
2024-03-07,Pan Integral,Panes,0.25,144,110
2024-03-07,Pan Caracol,Panes,0.25,144,110
2024-03-07,Pan Hamburguesa,Panes,0.4,288,240
2024-03-07,Cachito,Panes,0.25,144,110
2024-03-07,Pan Manjar,Panes,0.3,72,68
2024-03-07,Leche,Abarrotes,4.0,5,2
2024-03-07,Jamon,Abarrotes,2.5,6,5
2024-03-07,Café,Abarrotes,2.0,5,3
2024-03-07,Queso,Abarrotes,3.0,4,3
2024-03-07,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-07,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-07,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-07,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-07,Cookie,Bocaditos,2.0,100,70
2024-03-07,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-07,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-07,Beso de Moza,Bocaditos,1.0,80,50
2024-03-07,Caramandugas,Bocaditos,0.25,300,250
2024-03-07,Rosquitas,Bocaditos,0.25,300,250
2024-03-08,Pan Chabatta,Panes,0.25,768,720
2024-03-08,Pan Francés,Panes,0.25,648,610
2024-03-08,Pan Yema Largo,Panes,0.25,360,320
2024-03-08,Pan Yema Redondo,Panes,0.25,360,320
2024-03-08,Pan Chapla,Panes,0.25,144,110
2024-03-08,Pan Coliza,Panes,0.25,192,170
2024-03-08,Pan Integral,Panes,0.25,144,110
2024-03-08,Pan Caracol,Panes,0.25,144,110
2024-03-08,Pan Hamburguesa,Panes,0.4,288,240
2024-03-08,Cachito,Panes,0.25,144,110
2024-03-08,Pan Manjar,Panes,0.3,72,68
2024-03-08,Leche,Abarrotes,4.0,5,2
2024-03-08,Jamon,Abarrotes,2.5,6,3
2024-03-08,Café,Abarrotes,2.0,5,3
2024-03-08,Queso,Abarrotes,3.0,4,2
2024-03-08,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-08,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-08,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-08,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-08,Cookie,Bocaditos,2.0,100,70
2024-03-08,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-08,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-08,Beso de Moza,Bocaditos,1.0,80,52
2024-03-08,Caramandugas,Bocaditos,0.25,300,250
2024-03-08,Rosquitas,Bocaditos,0.25,300,250
2024-03-09,Pan Chabatta,Panes,0.25,768,732
2024-03-09,Pan Francés,Panes,0.25,648,611
2024-03-09,Pan Yema Largo,Panes,0.25,360,322
2024-03-09,Pan Yema Redondo,Panes,0.25,360,326
2024-03-09,Pan Chapla,Panes,0.25,144,118
2024-03-09,Pan Coliza,Panes,0.25,192,171
2024-03-09,Pan Integral,Panes,0.25,144,113
2024-03-09,Pan Caracol,Panes,0.25,144,110
2024-03-09,Pan Hamburguesa,Panes,0.4,288,246
2024-03-09,Cachito,Panes,0.25,144,121
2024-03-09,Pan Manjar,Panes,0.3,72,68
2024-03-09,Leche,Abarrotes,4.0,5,3
2024-03-09,Jamon,Abarrotes,2.5,6,4
2024-03-09,Café,Abarrotes,2.0,5,3
2024-03-09,Queso,Abarrotes,3.0,4,2
2024-03-09,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-09,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-09,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-09,Galletas Grandes,Bocaditos,1.0,300,291
2024-03-09,Cookie,Bocaditos,2.0,100,70
2024-03-09,Orejitas Pequeñas,Bocaditos,0.25,200,151
2024-03-09,Orejas Grandes,Bocaditos,1.0,100,71
2024-03-09,Beso de Moza,Bocaditos,1.0,80,54
2024-03-09,Caramandugas,Bocaditos,0.25,300,251
2024-03-09,Rosquitas,Bocaditos,0.25,300,252
2024-03-10,Pan Chabatta,Panes,0.25,768,740
2024-03-10,Pan Francés,Panes,0.25,648,610
2024-03-10,Pan Yema Largo,Panes,0.25,360,328
2024-03-10,Pan Yema Redondo,Panes,0.25,360,322
2024-03-10,Pan Chapla,Panes,0.25,144,113
2024-03-10,Pan Coliza,Panes,0.25,192,174
2024-03-10,Pan Integral,Panes,0.25,144,117
2024-03-10,Pan Caracol,Panes,0.25,144,114
2024-03-10,Pan Hamburguesa,Panes,0.4,288,240
2024-03-10,Cachito,Panes,0.25,144,117
2024-03-10,Pan Manjar,Panes,0.3,72,70
2024-03-10,Leche,Abarrotes,4.0,5,2
2024-03-10,Jamon,Abarrotes,2.5,6,4
2024-03-10,Café,Abarrotes,2.0,5,4
2024-03-10,Queso,Abarrotes,3.0,4,2
2024-03-10,Alfajores Pequeños,Bocaditos,0.25,200,156
2024-03-10,Alfajores Grandes,Bocaditos,1.0,100,78
2024-03-10,Galletas Pequeñas,Bocaditos,0.25,200,159
2024-03-10,Galletas Grandes,Bocaditos,1.0,300,292
2024-03-10,Cookie,Bocaditos,2.0,100,75
2024-03-10,Orejitas Pequeñas,Bocaditos,0.25,200,160
2024-03-10,Orejas Grandes,Bocaditos,1.0,100,72
2024-03-10,Beso de Moza,Bocaditos,1.0,80,51
2024-03-10,Caramandugas,Bocaditos,0.25,300,258
2024-03-10,Rosquitas,Bocaditos,0.25,300,258
2024-03-11,Pan Chabatta,Panes,0.25,768,720
2024-03-11,Pan Francés,Panes,0.25,648,610
2024-03-11,Pan Yema Largo,Panes,0.25,360,320
2024-03-11,Pan Yema Redondo,Panes,0.25,360,320
2024-03-11,Pan Chapla,Panes,0.25,144,110
2024-03-11,Pan Coliza,Panes,0.25,192,170
2024-03-11,Pan Integral,Panes,0.25,144,110
2024-03-11,Pan Caracol,Panes,0.25,144,110
2024-03-11,Pan Hamburguesa,Panes,0.4,288,240
2024-03-11,Cachito,Panes,0.25,144,110
2024-03-11,Pan Manjar,Panes,0.3,72,68
2024-03-11,Leche,Abarrotes,4.0,5,2
2024-03-11,Jamon,Abarrotes,2.5,6,3
2024-03-11,Café,Abarrotes,2.0,5,2
2024-03-11,Queso,Abarrotes,3.0,4,2
2024-03-11,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-11,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-11,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-11,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-11,Cookie,Bocaditos,2.0,100,70
2024-03-11,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-11,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-11,Beso de Moza,Bocaditos,1.0,80,50
2024-03-11,Caramandugas,Bocaditos,0.25,300,250
2024-03-11,Rosquitas,Bocaditos,0.25,300,250
2024-03-12,Pan Chabatta,Panes,0.25,768,720
2024-03-12,Pan Francés,Panes,0.25,648,610
2024-03-12,Pan Yema Largo,Panes,0.25,360,320
2024-03-12,Pan Yema Redondo,Panes,0.25,360,320
2024-03-12,Pan Chapla,Panes,0.25,144,110
2024-03-12,Pan Coliza,Panes,0.25,192,170
2024-03-12,Pan Integral,Panes,0.25,144,110
2024-03-12,Pan Caracol,Panes,0.25,144,110
2024-03-12,Pan Hamburguesa,Panes,0.4,288,240
2024-03-12,Cachito,Panes,0.25,144,110
2024-03-12,Pan Manjar,Panes,0.3,72,68
2024-03-12,Leche,Abarrotes,4.0,5,2
2024-03-12,Jamon,Abarrotes,2.5,6,3
2024-03-12,Café,Abarrotes,2.0,5,3
2024-03-12,Queso,Abarrotes,3.0,4,2
2024-03-12,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-12,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-12,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-12,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-12,Cookie,Bocaditos,2.0,100,70
2024-03-12,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-12,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-12,Beso de Moza,Bocaditos,1.0,80,50
2024-03-12,Caramandugas,Bocaditos,0.25,300,250
2024-03-12,Rosquitas,Bocaditos,0.25,300,250
2024-03-13,Pan Chabatta,Panes,0.25,768,720
2024-03-13,Pan Francés,Panes,0.25,648,610
2024-03-13,Pan Yema Largo,Panes,0.25,360,320
2024-03-13,Pan Yema Redondo,Panes,0.25,360,320
2024-03-13,Pan Chapla,Panes,0.25,144,110
2024-03-13,Pan Coliza,Panes,0.25,192,170
2024-03-13,Pan Integral,Panes,0.25,144,110
2024-03-13,Pan Caracol,Panes,0.25,144,110
2024-03-13,Pan Hamburguesa,Panes,0.4,288,240
2024-03-13,Cachito,Panes,0.25,144,110
2024-03-13,Pan Manjar,Panes,0.3,72,68
2024-03-13,Leche,Abarrotes,4.0,5,2
2024-03-13,Jamon,Abarrotes,2.5,6,3
2024-03-13,Café,Abarrotes,2.0,5,4
2024-03-13,Queso,Abarrotes,3.0,4,3
2024-03-13,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-13,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-13,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-13,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-13,Cookie,Bocaditos,2.0,100,70
2024-03-13,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-13,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-13,Beso de Moza,Bocaditos,1.0,80,50
2024-03-13,Caramandugas,Bocaditos,0.25,300,250
2024-03-13,Rosquitas,Bocaditos,0.25,300,250
2024-03-14,Pan Chabatta,Panes,0.25,768,720
2024-03-14,Pan Francés,Panes,0.25,648,610
2024-03-14,Pan Yema Largo,Panes,0.25,360,320
2024-03-14,Pan Yema Redondo,Panes,0.25,360,320
2024-03-14,Pan Chapla,Panes,0.25,144,110
2024-03-14,Pan Coliza,Panes,0.25,192,170
2024-03-14,Pan Integral,Panes,0.25,144,110
2024-03-14,Pan Caracol,Panes,0.25,144,110
2024-03-14,Pan Hamburguesa,Panes,0.4,288,240
2024-03-14,Cachito,Panes,0.25,144,110
2024-03-14,Pan Manjar,Panes,0.3,72,68
2024-03-14,Leche,Abarrotes,4.0,5,2
2024-03-14,Jamon,Abarrotes,2.5,6,3
2024-03-14,Café,Abarrotes,2.0,5,2
2024-03-14,Queso,Abarrotes,3.0,4,2
2024-03-14,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-14,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-14,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-14,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-14,Cookie,Bocaditos,2.0,100,70
2024-03-14,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-14,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-14,Beso de Moza,Bocaditos,1.0,80,50
2024-03-14,Caramandugas,Bocaditos,0.25,300,250
2024-03-14,Rosquitas,Bocaditos,0.25,300,250
2024-03-15,Pan Chabatta,Panes,0.25,768,720
2024-03-15,Pan Francés,Panes,0.25,648,610
2024-03-15,Pan Yema Largo,Panes,0.25,360,320
2024-03-15,Pan Yema Redondo,Panes,0.25,360,320
2024-03-15,Pan Chapla,Panes,0.25,144,110
2024-03-15,Pan Coliza,Panes,0.25,192,170
2024-03-15,Pan Integral,Panes,0.25,144,110
2024-03-15,Pan Caracol,Panes,0.25,144,110
2024-03-15,Pan Hamburguesa,Panes,0.4,288,240
2024-03-15,Cachito,Panes,0.25,144,110
2024-03-15,Pan Manjar,Panes,0.3,72,68
2024-03-15,Leche,Abarrotes,4.0,5,2
2024-03-15,Jamon,Abarrotes,2.5,6,3
2024-03-15,Café,Abarrotes,2.0,5,2
2024-03-15,Queso,Abarrotes,3.0,4,2
2024-03-15,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-15,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-15,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-15,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-15,Cookie,Bocaditos,2.0,100,70
2024-03-15,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-15,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-15,Beso de Moza,Bocaditos,1.0,80,50
2024-03-15,Caramandugas,Bocaditos,0.25,300,250
2024-03-15,Rosquitas,Bocaditos,0.25,300,250
2024-03-16,Pan Chabatta,Panes,0.25,768,724
2024-03-16,Pan Francés,Panes,0.25,648,610
2024-03-16,Pan Yema Largo,Panes,0.25,360,326
2024-03-16,Pan Yema Redondo,Panes,0.25,360,329
2024-03-16,Pan Chapla,Panes,0.25,144,113
2024-03-16,Pan Coliza,Panes,0.25,192,173
2024-03-16,Pan Integral,Panes,0.25,144,112
2024-03-16,Pan Caracol,Panes,0.25,144,111
2024-03-16,Pan Hamburguesa,Panes,0.4,288,244
2024-03-16,Cachito,Panes,0.25,144,121
2024-03-16,Pan Manjar,Panes,0.3,72,71
2024-03-16,Leche,Abarrotes,4.0,5,4
2024-03-16,Jamon,Abarrotes,2.5,6,4
2024-03-16,Café,Abarrotes,2.0,5,4
2024-03-16,Queso,Abarrotes,3.0,4,3
2024-03-16,Alfajores Pequeños,Bocaditos,0.25,200,154
2024-03-16,Alfajores Grandes,Bocaditos,1.0,100,76
2024-03-16,Galletas Pequeñas,Bocaditos,0.25,200,160
2024-03-16,Galletas Grandes,Bocaditos,1.0,300,294
2024-03-16,Cookie,Bocaditos,2.0,100,75
2024-03-16,Orejitas Pequeñas,Bocaditos,0.25,200,154
2024-03-16,Orejas Grandes,Bocaditos,1.0,100,74
2024-03-16,Beso de Moza,Bocaditos,1.0,80,55
2024-03-16,Caramandugas,Bocaditos,0.25,300,252
2024-03-16,Rosquitas,Bocaditos,0.25,300,260
2024-03-17,Pan Chabatta,Panes,0.25,768,734
2024-03-17,Pan Francés,Panes,0.25,648,610
2024-03-17,Pan Yema Largo,Panes,0.25,360,323
2024-03-17,Pan Yema Redondo,Panes,0.25,360,326
2024-03-17,Pan Chapla,Panes,0.25,144,112
2024-03-17,Pan Coliza,Panes,0.25,192,174
2024-03-17,Pan Integral,Panes,0.25,144,116
2024-03-17,Pan Caracol,Panes,0.25,144,115
2024-03-17,Pan Hamburguesa,Panes,0.4,288,244
2024-03-17,Cachito,Panes,0.25,144,121
2024-03-17,Pan Manjar,Panes,0.3,72,71
2024-03-17,Leche,Abarrotes,4.0,5,4
2024-03-17,Jamon,Abarrotes,2.5,6,6
2024-03-17,Café,Abarrotes,2.0,5,4
2024-03-17,Queso,Abarrotes,3.0,4,3
2024-03-17,Alfajores Pequeños,Bocaditos,0.25,200,151
2024-03-17,Alfajores Grandes,Bocaditos,1.0,100,81
2024-03-17,Galletas Pequeñas,Bocaditos,0.25,200,154
2024-03-17,Galletas Grandes,Bocaditos,1.0,300,291
2024-03-17,Cookie,Bocaditos,2.0,100,73
2024-03-17,Orejitas Pequeñas,Bocaditos,0.25,200,153
2024-03-17,Orejas Grandes,Bocaditos,1.0,100,74
2024-03-17,Beso de Moza,Bocaditos,1.0,80,56
2024-03-17,Caramandugas,Bocaditos,0.25,300,252
2024-03-17,Rosquitas,Bocaditos,0.25,300,258
2024-03-18,Pan Chabatta,Panes,0.25,768,720
2024-03-18,Pan Francés,Panes,0.25,648,610
2024-03-18,Pan Yema Largo,Panes,0.25,360,320
2024-03-18,Pan Yema Redondo,Panes,0.25,360,320
2024-03-18,Pan Chapla,Panes,0.25,144,110
2024-03-18,Pan Coliza,Panes,0.25,192,170
2024-03-18,Pan Integral,Panes,0.25,144,110
2024-03-18,Pan Caracol,Panes,0.25,144,110
2024-03-18,Pan Hamburguesa,Panes,0.4,288,240
2024-03-18,Cachito,Panes,0.25,144,110
2024-03-18,Pan Manjar,Panes,0.3,72,68
2024-03-18,Leche,Abarrotes,4.0,5,2
2024-03-18,Jamon,Abarrotes,2.5,6,3
2024-03-18,Café,Abarrotes,2.0,5,2
2024-03-18,Queso,Abarrotes,3.0,4,2
2024-03-18,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-18,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-18,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-18,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-18,Cookie,Bocaditos,2.0,100,70
2024-03-18,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-18,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-18,Beso de Moza,Bocaditos,1.0,80,50
2024-03-18,Caramandugas,Bocaditos,0.25,300,250
2024-03-18,Rosquitas,Bocaditos,0.25,300,250
2024-03-19,Pan Chabatta,Panes,0.25,768,720
2024-03-19,Pan Francés,Panes,0.25,648,610
2024-03-19,Pan Yema Largo,Panes,0.25,360,320
2024-03-19,Pan Yema Redondo,Panes,0.25,360,320
2024-03-19,Pan Chapla,Panes,0.25,144,110
2024-03-19,Pan Coliza,Panes,0.25,192,170
2024-03-19,Pan Integral,Panes,0.25,144,110
2024-03-19,Pan Caracol,Panes,0.25,144,110
2024-03-19,Pan Hamburguesa,Panes,0.4,288,240
2024-03-19,Cachito,Panes,0.25,144,110
2024-03-19,Pan Manjar,Panes,0.3,72,68
2024-03-19,Leche,Abarrotes,4.0,5,2
2024-03-19,Jamon,Abarrotes,2.5,6,3
2024-03-19,Café,Abarrotes,2.0,5,2
2024-03-19,Queso,Abarrotes,3.0,4,2
2024-03-19,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-19,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-19,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-19,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-19,Cookie,Bocaditos,2.0,100,70
2024-03-19,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-19,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-19,Beso de Moza,Bocaditos,1.0,80,50
2024-03-19,Caramandugas,Bocaditos,0.25,300,250
2024-03-19,Rosquitas,Bocaditos,0.25,300,250
2024-03-20,Pan Chabatta,Panes,0.25,768,720
2024-03-20,Pan Francés,Panes,0.25,648,610
2024-03-20,Pan Yema Largo,Panes,0.25,360,320
2024-03-20,Pan Yema Redondo,Panes,0.25,360,320
2024-03-20,Pan Chapla,Panes,0.25,144,110
2024-03-20,Pan Coliza,Panes,0.25,192,170
2024-03-20,Pan Integral,Panes,0.25,144,110
2024-03-20,Pan Caracol,Panes,0.25,144,110
2024-03-20,Pan Hamburguesa,Panes,0.4,288,240
2024-03-20,Cachito,Panes,0.25,144,110
2024-03-20,Pan Manjar,Panes,0.3,72,68
2024-03-20,Leche,Abarrotes,4.0,5,4
2024-03-20,Jamon,Abarrotes,2.5,6,4
2024-03-20,Café,Abarrotes,2.0,5,2
2024-03-20,Queso,Abarrotes,3.0,4,2
2024-03-20,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-20,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-20,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-20,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-20,Cookie,Bocaditos,2.0,100,70
2024-03-20,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-20,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-20,Beso de Moza,Bocaditos,1.0,80,50
2024-03-20,Caramandugas,Bocaditos,0.25,300,250
2024-03-20,Rosquitas,Bocaditos,0.25,300,250
2024-03-21,Pan Chabatta,Panes,0.25,768,720
2024-03-21,Pan Francés,Panes,0.25,648,610
2024-03-21,Pan Yema Largo,Panes,0.25,360,320
2024-03-21,Pan Yema Redondo,Panes,0.25,360,320
2024-03-21,Pan Chapla,Panes,0.25,144,110
2024-03-21,Pan Coliza,Panes,0.25,192,170
2024-03-21,Pan Integral,Panes,0.25,144,110
2024-03-21,Pan Caracol,Panes,0.25,144,110
2024-03-21,Pan Hamburguesa,Panes,0.4,288,240
2024-03-21,Cachito,Panes,0.25,144,110
2024-03-21,Pan Manjar,Panes,0.3,72,68
2024-03-21,Leche,Abarrotes,4.0,5,2
2024-03-21,Jamon,Abarrotes,2.5,6,3
2024-03-21,Café,Abarrotes,2.0,5,2
2024-03-21,Queso,Abarrotes,3.0,4,3
2024-03-21,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-21,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-21,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-21,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-21,Cookie,Bocaditos,2.0,100,70
2024-03-21,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-21,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-21,Beso de Moza,Bocaditos,1.0,80,50
2024-03-21,Caramandugas,Bocaditos,0.25,300,250
2024-03-21,Rosquitas,Bocaditos,0.25,300,250
2024-03-22,Pan Chabatta,Panes,0.25,768,720
2024-03-22,Pan Francés,Panes,0.25,648,610
2024-03-22,Pan Yema Largo,Panes,0.25,360,320
2024-03-22,Pan Yema Redondo,Panes,0.25,360,320
2024-03-22,Pan Chapla,Panes,0.25,144,110
2024-03-22,Pan Coliza,Panes,0.25,192,170
2024-03-22,Pan Integral,Panes,0.25,144,110
2024-03-22,Pan Caracol,Panes,0.25,144,110
2024-03-22,Pan Hamburguesa,Panes,0.4,288,240
2024-03-22,Cachito,Panes,0.25,144,110
2024-03-22,Pan Manjar,Panes,0.3,72,68
2024-03-22,Leche,Abarrotes,4.0,5,2
2024-03-22,Jamon,Abarrotes,2.5,6,3
2024-03-22,Café,Abarrotes,2.0,5,2
2024-03-22,Queso,Abarrotes,3.0,4,3
2024-03-22,Alfajores Pequeños,Bocaditos,0.25,200,150
2024-03-22,Alfajores Grandes,Bocaditos,1.0,100,75
2024-03-22,Galletas Pequeñas,Bocaditos,0.25,200,150
2024-03-22,Galletas Grandes,Bocaditos,1.0,300,290
2024-03-22,Cookie,Bocaditos,2.0,100,70
2024-03-22,Orejitas Pequeñas,Bocaditos,0.25,200,150
2024-03-22,Orejas Grandes,Bocaditos,1.0,100,70
2024-03-22,Beso de Moza,Bocaditos,1.0,80,53
2024-03-22,Caramandugas,Bocaditos,0.25,300,250
2024-03-22,Rosquitas,Bocaditos,0.25,300,250
2024-03-23,Pan Chabatta,Panes,0.25,768,732
2024-03-23,Pan Francés,Panes,0.25,648,617
2024-03-23,Pan Yema Largo,Panes,0.25,360,329
2024-03-23,Pan Yema Redondo,Panes,0.25,360,322
2024-03-23,Pan Chapla,Panes,0.25,144,113
2024-03-23,Pan Coliza,Panes,0.25,192,170
2024-03-23,Pan Integral,Panes,0.25,144,118
2024-03-23,Pan Caracol,Panes,0.25,144,114
2024-03-23,Pan Hamburguesa,Panes,0.4,288,246
2024-03-23,Cachito,Panes,0.25,144,119
2024-03-23,Pan Manjar,Panes,0.3,72,68
2024-03-23,Leche,Abarrotes,4.0,5,3
2024-03-23,Jamon,Abarrotes,2.5,6,3
2024-03-23,Café,Abarrotes,2.0,5,3
2024-03-23,Queso,Abarrotes,3.0,4,2
2024-03-23,Alfajores Pequeños,Bocaditos,0.25,200,153
2024-03-23,Alfajores Grandes,Bocaditos,1.0,100,78
2024-03-23,Galletas Pequeñas,Bocaditos,0.25,200,161
2024-03-23,Galletas Grandes,Bocaditos,1.0,300,292
2024-03-23,Cookie,Bocaditos,2.0,100,74
2024-03-23,Orejitas Pequeñas,Bocaditos,0.25,200,158
2024-03-23,Orejas Grandes,Bocaditos,1.0,100,74
2024-03-23,Beso de Moza,Bocaditos,1.0,80,56
2024-03-23,Caramandugas,Bocaditos,0.25,300,258
2024-03-23,Rosquitas,Bocaditos,0.25,300,251
2024-03-24,Pan Chabatta,Panes,0.25,768,739
2024-03-24,Pan Francés,Panes,0.25,648,613
2024-03-24,Pan Yema Largo,Panes,0.25,360,330
2024-03-24,Pan Yema Redondo,Panes,0.25,360,328
2024-03-24,Pan Chapla,Panes,0.25,144,119
2024-03-24,Pan Coliza,Panes,0.25,192,174
2024-03-24,Pan Integral,Panes,0.25,144,115
2024-03-24,Pan Caracol,Panes,0.25,144,111
2024-03-24,Pan Hamburguesa,Panes,0.4,288,245
2024-03-24,Cachito,Panes,0.25,144,117
2024-03-24,Pan Manjar,Panes,0.3,72,69
2024-03-24,Leche,Abarrotes,4.0,5,3
2024-03-24,Jamon,Abarrotes,2.5,6,6
2024-03-24,Café,Abarrotes,2.0,5,2
2024-03-24,Queso,Abarrotes,3.0,4,3
2024-03-24,Alfajores Pequeños,Bocaditos,0.25,200,157
2024-03-24,Alfajores Grandes,Bocaditos,1.0,100,79
2024-03-24,Galletas Pequeñas,Bocaditos,0.25,200,153
2024-03-24,Galletas Grandes,Bocaditos,1.0,300,292
2024-03-24,Cookie,Bocaditos,2.0,100,75
2024-03-24,Orejitas Pequeñas,Bocaditos,0.25,200,158
2024-03-24,Orejas Grandes,Bocaditos,1.0,100,73
2024-03-24,Beso de Moza,Bocaditos,1.0,80,51
2024-03-24,Caramandugas,Bocaditos,0.25,300,261
2024-03-24,Rosquitas,Bocaditos,0.25,300,259
2024-03-25,Pan Chabatta,Panes,0.25,768,720
2024-03-25,Pan Francés,Panes,0.25,648,610
2024-03-25,Pan Yema Largo,Panes,0.25,360,320
2024-03-25,Pan Yema Redondo,Panes,0.25,360,320
2024-03-25,Pan Chapla,Panes,0.25,144,110
2024-03-25,Pan Coliza,Panes,0.25,192,170
2024-03-25,Pan Integral,Panes,0.25,144,110
2024-03-25,Pan Caracol,Panes,0.25,144,110
2024-03-25,Pan Hamburguesa,Panes,0.4,288,240
2024-03-25,Cachito,Panes,0.25,144,110
2024-03-25,Pan Manjar,Panes,0.3,72,68
2024-03-25,Leche,Abarrotes,4.0,5,2
2024-03-25,Jamon,Abarrotes,2.5,6,3
2024-03-25,Café,Abarrotes,2.0,5,3
2024-03-25,Queso,Abarrotes,3.0,4,2
2024-03-25,Alfajores Pequeños,Bocaditos,0.25,200,150
